pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-10-12	Learning to Evaluate Humor in Memes Based on the Incongruity Theory	COLING 2022 Workshop	This paper introduces a new dataset of memes with consistent humor annotations, and a new method of multimodal humor evaluation taking insight from the incongruity theory	Learning to Evaluate Humor in Memes Based on the Incongruity Theory (Tanaka et al., CAI 2022)	Learning to Evaluate Humor in Memes Based on the Incongruity Theory	https://aclanthology.org/2022.cai-1.9.pdf
